,Unnamed: 0,id,created_at,clean_text,hashtags,place,timeline
172,7,1.3029E+18,2020-09-07 09:05:46+00:00,What contribution especially Take Action today,"WorldCleanAirDay, StareDownOnPollution, AirPollution, Sustainable, Cycling","Lagos, Nigeria",post
173,8,1.30289E+18,2020-09-07 08:55:02+00:00,Air pollution threat sustainable development simultaneously affects various social environmental amp economic criteria linked equitable human development good health food security gender equality climate stability amp poverty reduction,WorldCleanAirDay,,post
174,9,1.3029E+18,2020-09-07 09:05:46+00:00,What contribution especially Take Action today,"WorldCleanAirDay, StareDownOnPollution, AirPollution, Sustainable, Cycling","Lagos, Nigeria",post
175,10,1.30289E+18,2020-09-07 08:55:02+00:00,Air pollution threat sustainable development simultaneously affects various social environmental amp economic criteria linked equitable human development good health food security gender equality climate stability amp poverty reduction,WorldCleanAirDay,,post
176,11,1.3029E+18,2020-09-07 09:05:46+00:00,What contribution especially Take Action today,"WorldCleanAirDay, StareDownOnPollution, AirPollution, Sustainable, Cycling","Lagos, Nigeria",post
177,12,1.30289E+18,2020-09-07 08:55:02+00:00,Air pollution threat sustainable development simultaneously affects various social environmental amp economic criteria linked equitable human development good health food security gender equality climate stability amp poverty reduction,WorldCleanAirDay,,post
178,13,1.3029E+18,2020-09-07 09:05:46+00:00,What contribution especially Take Action today,"WorldCleanAirDay, StareDownOnPollution, AirPollution, Sustainable, Cycling","Lagos, Nigeria",post
179,14,1.29645E+18,2020-08-20 13:59:16+00:00,Throw back Thursday We Osten Lagos Nigeria,"OstenLaboratory, Ostenlab, airquality, airqualitymeasurement, environmentalanalysis, analysis","Lagos, Nigeria",post
180,15,1.30942E+18,2020-09-25 09:09:53+00:00,Ascertaining Niger delta Nigeria Send thoughts ⁦⁩ nigerrescue.com,AirQuality,,post
181,16,1.30289E+18,2020-09-07 08:55:02+00:00,Air pollution threat sustainable development simultaneously affects various social environmental amp economic criteria linked equitable human development good health food security gender equality climate stability amp poverty reduction,WorldCleanAirDay,,post
182,17,1.3029E+18,2020-09-07 09:05:46+00:00,What contribution especially Take Action today,"WorldCleanAirDay, StareDownOnPollution, AirPollution, Sustainable, Cycling","Lagos, Nigeria",post
183,18,1.29645E+18,2020-08-20 13:59:16+00:00,Throw back Thursday We Osten Lagos Nigeria,"OstenLaboratory, Ostenlab, airquality, airqualitymeasurement, environmentalanalysis, analysis","Lagos, Nigeria",post
184,19,1.30942E+18,2020-09-25 09:09:53+00:00,Ascertaining Niger delta Nigeria Send thoughts ⁦⁩ nigerrescue.com,AirQuality,,post
185,20,1.30289E+18,2020-09-07 08:55:02+00:00,Air pollution threat sustainable development simultaneously affects various social environmental amp economic criteria linked equitable human development good health food security gender equality climate stability amp poverty reduction,WorldCleanAirDay,,post
186,21,1.3029E+18,2020-09-07 09:05:46+00:00,What contribution especially Take Action today,"WorldCleanAirDay, StareDownOnPollution, AirPollution, Sustainable, Cycling","Lagos, Nigeria",post
187,22,1.29645E+18,2020-08-20 13:59:16+00:00,Throw back Thursday We Osten Lagos Nigeria,"OstenLaboratory, Ostenlab, airquality, airqualitymeasurement, environmentalanalysis, analysis","Lagos, Nigeria",post
188,23,1.30942E+18,2020-09-25 09:09:53+00:00,Ascertaining Niger delta Nigeria Send thoughts ⁦⁩ nigerrescue.com,AirQuality,,post
189,24,1.30289E+18,2020-09-07 08:55:02+00:00,Air pollution threat sustainable development simultaneously affects various social environmental amp economic criteria linked equitable human development good health food security gender equality climate stability amp poverty reduction,WorldCleanAirDay,,post
190,25,1.3029E+18,2020-09-07 09:05:46+00:00,What contribution especially Take Action today,"WorldCleanAirDay, StareDownOnPollution, AirPollution, Sustainable, Cycling","Lagos, Nigeria",post
191,26,1.29645E+18,2020-08-20 13:59:16+00:00,Throw back Thursday We Osten Lagos Nigeria,"OstenLaboratory, Ostenlab, airquality, airqualitymeasurement, environmentalanalysis, analysis","Lagos, Nigeria",post
192,27,1.30942E+18,2020-09-25 09:09:53+00:00,Ascertaining Niger delta Nigeria Send thoughts ⁦⁩ nigerrescue.com,AirQuality,,post
193,28,1.31103E+18,2020-09-29 19:33:20+00:00,Everywhere calm No biggie Mary Martha Rema ...,freshair,,post
194,29,1.30375E+18,2020-09-09 17:44:35+00:00,You get IPIP Receiver abi plenty updates already dy chock,"parachute, oxygenmask, FreshAIR","Lagos, Nigeria",post
195,30,1.28999E+18,2020-08-02 18:15:26+00:00,She love colours ️ …,"love, fashionista, lagosboutique, african, follow, ankarafashion, nigerianwomen, naijafashiondaily, ankara, freshair, nigerianweddings, nigerianbusiness","Lagos, Nigeria",post
196,31,1.28999E+18,2020-08-02 18:41:26+00:00,Those High waist pants 🤩🤩 love …,"fashionista, lagosboutique, african, follow, ankarafashion, nigerianwomen, naijafashiondaily, ankara, freshair, nigerianweddings, nigerianbusiness","Lagos, Nigeria",post
197,32,1.30289E+18,2020-09-07 08:55:02+00:00,Air pollution threat sustainable development simultaneously affects various social environmental amp economic criteria linked equitable human development good health food security gender equality climate stability amp poverty reduction,WorldCleanAirDay,,post
198,33,1.3029E+18,2020-09-07 09:05:46+00:00,What contribution especially Take Action today,"WorldCleanAirDay, StareDownOnPollution, AirPollution, Sustainable, Cycling","Lagos, Nigeria",post
199,34,1.29645E+18,2020-08-20 13:59:16+00:00,Throw back Thursday We Osten Lagos Nigeria,"OstenLaboratory, Ostenlab, airquality, airqualitymeasurement, environmentalanalysis, analysis","Lagos, Nigeria",post
200,35,1.30942E+18,2020-09-25 09:09:53+00:00,Ascertaining Niger delta Nigeria Send thoughts ⁦⁩ nigerrescue.com,AirQuality,,post
201,36,1.31103E+18,2020-09-29 19:33:20+00:00,Everywhere calm No biggie Mary Martha Rema ...,freshair,,post
202,37,1.30375E+18,2020-09-09 17:44:35+00:00,You get IPIP Receiver abi plenty updates already dy chock,"parachute, oxygenmask, FreshAIR","Lagos, Nigeria",post
203,38,1.28999E+18,2020-08-02 18:15:26+00:00,She love colours ️ …,"love, fashionista, lagosboutique, african, follow, ankarafashion, nigerianwomen, naijafashiondaily, ankara, freshair, nigerianweddings, nigerianbusiness","Lagos, Nigeria",post
204,39,1.28999E+18,2020-08-02 18:41:26+00:00,Those High waist pants 🤩🤩 love …,"fashionista, lagosboutique, african, follow, ankarafashion, nigerianwomen, naijafashiondaily, ankara, freshair, nigerianweddings, nigerianbusiness","Lagos, Nigeria",post
205,40,1.31044E+18,2020-09-28 04:51:26+00:00,With Sun King families breath cleaner air This removes worries harmful particulates emitted Kerosene lanterns knowing loved ones safer healthier,"Sunking, solarnergy, endenergypoverty",,post
206,41,1.30289E+18,2020-09-07 08:55:02+00:00,Air pollution threat sustainable development simultaneously affects various social environmental amp economic criteria linked equitable human development good health food security gender equality climate stability amp poverty reduction,WorldCleanAirDay,,post
207,42,1.3029E+18,2020-09-07 09:05:46+00:00,What contribution especially Take Action today,"WorldCleanAirDay, StareDownOnPollution, AirPollution, Sustainable, Cycling","Lagos, Nigeria",post
208,43,1.29645E+18,2020-08-20 13:59:16+00:00,Throw back Thursday We Osten Lagos Nigeria,"OstenLaboratory, Ostenlab, airquality, airqualitymeasurement, environmentalanalysis, analysis","Lagos, Nigeria",post
209,44,1.30942E+18,2020-09-25 09:09:53+00:00,Ascertaining Niger delta Nigeria Send thoughts ⁦⁩ nigerrescue.com,AirQuality,,post
210,45,1.31103E+18,2020-09-29 19:33:20+00:00,Everywhere calm No biggie Mary Martha Rema ...,freshair,,post
211,46,1.30375E+18,2020-09-09 17:44:35+00:00,You get IPIP Receiver abi plenty updates already dy chock,"parachute, oxygenmask, FreshAIR","Lagos, Nigeria",post
212,47,1.28999E+18,2020-08-02 18:15:26+00:00,She love colours ️ …,"love, fashionista, lagosboutique, african, follow, ankarafashion, nigerianwomen, naijafashiondaily, ankara, freshair, nigerianweddings, nigerianbusiness","Lagos, Nigeria",post
213,48,1.28999E+18,2020-08-02 18:41:26+00:00,Those High waist pants 🤩🤩 love …,"fashionista, lagosboutique, african, follow, ankarafashion, nigerianwomen, naijafashiondaily, ankara, freshair, nigerianweddings, nigerianbusiness","Lagos, Nigeria",post
214,49,1.31044E+18,2020-09-28 04:51:26+00:00,With Sun King families breath cleaner air This removes worries harmful particulates emitted Kerosene lanterns knowing loved ones safer healthier,"Sunking, solarnergy, endenergypoverty",,post
215,50,1.30289E+18,2020-09-07 08:55:02+00:00,Air pollution threat sustainable development simultaneously affects various social environmental amp economic criteria linked equitable human development good health food security gender equality climate stability amp poverty reduction,WorldCleanAirDay,,post
216,51,1.3029E+18,2020-09-07 09:05:46+00:00,What contribution especially Take Action today,"WorldCleanAirDay, StareDownOnPollution, AirPollution, Sustainable, Cycling","Lagos, Nigeria",post
217,52,1.29645E+18,2020-08-20 13:59:16+00:00,Throw back Thursday We Osten Lagos Nigeria,"OstenLaboratory, Ostenlab, airquality, airqualitymeasurement, environmentalanalysis, analysis","Lagos, Nigeria",post
218,53,1.30942E+18,2020-09-25 09:09:53+00:00,Ascertaining Niger delta Nigeria Send thoughts ⁦⁩ nigerrescue.com,AirQuality,,post
219,54,1.31103E+18,2020-09-29 19:33:20+00:00,Everywhere calm No biggie Mary Martha Rema ...,freshair,,post
220,55,1.30375E+18,2020-09-09 17:44:35+00:00,You get IPIP Receiver abi plenty updates already dy chock,"parachute, oxygenmask, FreshAIR","Lagos, Nigeria",post
221,56,1.28999E+18,2020-08-02 18:15:26+00:00,She love colours ️ …,"love, fashionista, lagosboutique, african, follow, ankarafashion, nigerianwomen, naijafashiondaily, ankara, freshair, nigerianweddings, nigerianbusiness","Lagos, Nigeria",post
222,57,1.28999E+18,2020-08-02 18:41:26+00:00,Those High waist pants 🤩🤩 love …,"fashionista, lagosboutique, african, follow, ankarafashion, nigerianwomen, naijafashiondaily, ankara, freshair, nigerianweddings, nigerianbusiness","Lagos, Nigeria",post
223,58,1.31044E+18,2020-09-28 04:51:26+00:00,With Sun King families breath cleaner air This removes worries harmful particulates emitted Kerosene lanterns knowing loved ones safer healthier,"Sunking, solarnergy, endenergypoverty",,post
224,59,1.31204E+18,2020-10-02 14:25:43+00:00,Are effective equitable solutions yet These 4 countries produce world largest Via,"Globalwarming, CO2, emissions, China, USA, India, Russian, ucsusa, GlobalWarming, pollution",,post
225,60,1.31201E+18,2020-10-02 12:26:19+00:00,Your carbon footprint impact environment measures greenhouse gases responsible creating consume responsibly,"gogreen, carbonfootprint, usereusables, reduce, refuse, emissions, transport, offsets, electricity, recycling, WasteManagement, vote",,post
226,61,1.30289E+18,2020-09-07 08:55:02+00:00,Air pollution threat sustainable development simultaneously affects various social environmental amp economic criteria linked equitable human development good health food security gender equality climate stability amp poverty reduction,WorldCleanAirDay,,post
227,62,1.3029E+18,2020-09-07 09:05:46+00:00,What contribution especially Take Action today,"WorldCleanAirDay, StareDownOnPollution, AirPollution, Sustainable, Cycling","Lagos, Nigeria",post
228,63,1.29645E+18,2020-08-20 13:59:16+00:00,Throw back Thursday We Osten Lagos Nigeria,"OstenLaboratory, Ostenlab, airquality, airqualitymeasurement, environmentalanalysis, analysis","Lagos, Nigeria",post
229,64,1.30942E+18,2020-09-25 09:09:53+00:00,Ascertaining Niger delta Nigeria Send thoughts ⁦⁩ nigerrescue.com,AirQuality,,post
230,65,1.31103E+18,2020-09-29 19:33:20+00:00,Everywhere calm No biggie Mary Martha Rema ...,freshair,,post
231,66,1.30375E+18,2020-09-09 17:44:35+00:00,You get IPIP Receiver abi plenty updates already dy chock,"parachute, oxygenmask, FreshAIR","Lagos, Nigeria",post
232,67,1.28999E+18,2020-08-02 18:15:26+00:00,She love colours ️ …,"love, fashionista, lagosboutique, african, follow, ankarafashion, nigerianwomen, naijafashiondaily, ankara, freshair, nigerianweddings, nigerianbusiness","Lagos, Nigeria",post
233,68,1.28999E+18,2020-08-02 18:41:26+00:00,Those High waist pants 🤩🤩 love …,"fashionista, lagosboutique, african, follow, ankarafashion, nigerianwomen, naijafashiondaily, ankara, freshair, nigerianweddings, nigerianbusiness","Lagos, Nigeria",post
234,69,1.31044E+18,2020-09-28 04:51:26+00:00,With Sun King families breath cleaner air This removes worries harmful particulates emitted Kerosene lanterns knowing loved ones safer healthier,"Sunking, solarnergy, endenergypoverty",,post
235,70,1.31204E+18,2020-10-02 14:25:43+00:00,Are effective equitable solutions yet These 4 countries produce world largest Via,"Globalwarming, CO2, emissions, China, USA, India, Russian, ucsusa, GlobalWarming, pollution",,post
236,71,1.31201E+18,2020-10-02 12:26:19+00:00,Your carbon footprint impact environment measures greenhouse gases responsible creating consume responsibly,"gogreen, carbonfootprint, usereusables, reduce, refuse, emissions, transport, offsets, electricity, recycling, WasteManagement, vote",,post
237,72,1.30289E+18,2020-09-07 08:55:02+00:00,Air pollution threat sustainable development simultaneously affects various social environmental amp economic criteria linked equitable human development good health food security gender equality climate stability amp poverty reduction,WorldCleanAirDay,,post
238,73,1.3029E+18,2020-09-07 09:05:46+00:00,What contribution especially Take Action today,"WorldCleanAirDay, StareDownOnPollution, AirPollution, Sustainable, Cycling","Lagos, Nigeria",post
239,74,1.29645E+18,2020-08-20 13:59:16+00:00,Throw back Thursday We Osten Lagos Nigeria,"OstenLaboratory, Ostenlab, airquality, airqualitymeasurement, environmentalanalysis, analysis","Lagos, Nigeria",post
240,75,1.30942E+18,2020-09-25 09:09:53+00:00,Ascertaining Niger delta Nigeria Send thoughts ⁦⁩ nigerrescue.com,AirQuality,,post
241,76,1.31103E+18,2020-09-29 19:33:20+00:00,Everywhere calm No biggie Mary Martha Rema ...,freshair,,post
242,77,1.30375E+18,2020-09-09 17:44:35+00:00,You get IPIP Receiver abi plenty updates already dy chock,"parachute, oxygenmask, FreshAIR","Lagos, Nigeria",post
243,78,1.28999E+18,2020-08-02 18:15:26+00:00,She love colours ️ …,"love, fashionista, lagosboutique, african, follow, ankarafashion, nigerianwomen, naijafashiondaily, ankara, freshair, nigerianweddings, nigerianbusiness","Lagos, Nigeria",post
244,79,1.28999E+18,2020-08-02 18:41:26+00:00,Those High waist pants 🤩🤩 love …,"fashionista, lagosboutique, african, follow, ankarafashion, nigerianwomen, naijafashiondaily, ankara, freshair, nigerianweddings, nigerianbusiness","Lagos, Nigeria",post
245,80,1.31044E+18,2020-09-28 04:51:26+00:00,With Sun King families breath cleaner air This removes worries harmful particulates emitted Kerosene lanterns knowing loved ones safer healthier,"Sunking, solarnergy, endenergypoverty",,post
246,81,1.31204E+18,2020-10-02 14:25:43+00:00,Are effective equitable solutions yet These 4 countries produce world largest Via,"Globalwarming, CO2, emissions, China, USA, India, Russian, ucsusa, GlobalWarming, pollution",,post
247,82,1.31201E+18,2020-10-02 12:26:19+00:00,Your carbon footprint impact environment measures greenhouse gases responsible creating consume responsibly,"gogreen, carbonfootprint, usereusables, reduce, refuse, emissions, transport, offsets, electricity, recycling, WasteManagement, vote",,post
248,83,1.30289E+18,2020-09-07 08:55:02+00:00,Air pollution threat sustainable development simultaneously affects various social environmental amp economic criteria linked equitable human development good health food security gender equality climate stability amp poverty reduction,WorldCleanAirDay,,post
249,84,1.3029E+18,2020-09-07 09:05:46+00:00,What contribution especially Take Action today,"WorldCleanAirDay, StareDownOnPollution, AirPollution, Sustainable, Cycling","Lagos, Nigeria",post
250,85,1.29645E+18,2020-08-20 13:59:16+00:00,Throw back Thursday We Osten Lagos Nigeria,"OstenLaboratory, Ostenlab, airquality, airqualitymeasurement, environmentalanalysis, analysis","Lagos, Nigeria",post
251,86,1.30942E+18,2020-09-25 09:09:53+00:00,Ascertaining Niger delta Nigeria Send thoughts ⁦⁩ nigerrescue.com,AirQuality,,post
252,87,1.31103E+18,2020-09-29 19:33:20+00:00,Everywhere calm No biggie Mary Martha Rema ...,freshair,,post
253,88,1.30375E+18,2020-09-09 17:44:35+00:00,You get IPIP Receiver abi plenty updates already dy chock,"parachute, oxygenmask, FreshAIR","Lagos, Nigeria",post
254,89,1.28999E+18,2020-08-02 18:15:26+00:00,She love colours ️ …,"love, fashionista, lagosboutique, african, follow, ankarafashion, nigerianwomen, naijafashiondaily, ankara, freshair, nigerianweddings, nigerianbusiness","Lagos, Nigeria",post
255,90,1.28999E+18,2020-08-02 18:41:26+00:00,Those High waist pants 🤩🤩 love …,"fashionista, lagosboutique, african, follow, ankarafashion, nigerianwomen, naijafashiondaily, ankara, freshair, nigerianweddings, nigerianbusiness","Lagos, Nigeria",post
256,91,1.31044E+18,2020-09-28 04:51:26+00:00,With Sun King families breath cleaner air This removes worries harmful particulates emitted Kerosene lanterns knowing loved ones safer healthier,"Sunking, solarnergy, endenergypoverty",,post
257,92,1.31204E+18,2020-10-02 14:25:43+00:00,Are effective equitable solutions yet These 4 countries produce world largest Via,"Globalwarming, CO2, emissions, China, USA, India, Russian, ucsusa, GlobalWarming, pollution",,post
258,93,1.31201E+18,2020-10-02 12:26:19+00:00,Your carbon footprint impact environment measures greenhouse gases responsible creating consume responsibly,"gogreen, carbonfootprint, usereusables, reduce, refuse, emissions, transport, offsets, electricity, recycling, WasteManagement, vote",,post
259,94,1.30289E+18,2020-09-07 08:55:02+00:00,Air pollution threat sustainable development simultaneously affects various social environmental amp economic criteria linked equitable human development good health food security gender equality climate stability amp poverty reduction,WorldCleanAirDay,,post
260,95,1.3029E+18,2020-09-07 09:05:46+00:00,What contribution especially Take Action today,"WorldCleanAirDay, StareDownOnPollution, AirPollution, Sustainable, Cycling","Lagos, Nigeria",post
261,96,1.29645E+18,2020-08-20 13:59:16+00:00,Throw back Thursday We Osten Lagos Nigeria,"OstenLaboratory, Ostenlab, airquality, airqualitymeasurement, environmentalanalysis, analysis","Lagos, Nigeria",post
262,97,1.30942E+18,2020-09-25 09:09:53+00:00,Ascertaining Niger delta Nigeria Send thoughts ⁦⁩ nigerrescue.com,AirQuality,,post
263,98,1.31103E+18,2020-09-29 19:33:20+00:00,Everywhere calm No biggie Mary Martha Rema ...,freshair,,post
264,99,1.30375E+18,2020-09-09 17:44:35+00:00,You get IPIP Receiver abi plenty updates already dy chock,"parachute, oxygenmask, FreshAIR","Lagos, Nigeria",post
265,100,1.28999E+18,2020-08-02 18:15:26+00:00,She love colours ️ …,"love, fashionista, lagosboutique, african, follow, ankarafashion, nigerianwomen, naijafashiondaily, ankara, freshair, nigerianweddings, nigerianbusiness","Lagos, Nigeria",post
266,101,1.28999E+18,2020-08-02 18:41:26+00:00,Those High waist pants 🤩🤩 love …,"fashionista, lagosboutique, african, follow, ankarafashion, nigerianwomen, naijafashiondaily, ankara, freshair, nigerianweddings, nigerianbusiness","Lagos, Nigeria",post
267,102,1.31044E+18,2020-09-28 04:51:26+00:00,With Sun King families breath cleaner air This removes worries harmful particulates emitted Kerosene lanterns knowing loved ones safer healthier,"Sunking, solarnergy, endenergypoverty",,post
268,103,1.31204E+18,2020-10-02 14:25:43+00:00,Are effective equitable solutions yet These 4 countries produce world largest Via,"Globalwarming, CO2, emissions, China, USA, India, Russian, ucsusa, GlobalWarming, pollution",,post
269,104,1.31201E+18,2020-10-02 12:26:19+00:00,Your carbon footprint impact environment measures greenhouse gases responsible creating consume responsibly,"gogreen, carbonfootprint, usereusables, reduce, refuse, emissions, transport, offsets, electricity, recycling, WasteManagement, vote",,post
270,105,1.30289E+18,2020-09-07 08:55:02+00:00,Air pollution threat sustainable development simultaneously affects various social environmental amp economic criteria linked equitable human development good health food security gender equality climate stability amp poverty reduction,WorldCleanAirDay,,post
271,106,1.3029E+18,2020-09-07 09:05:46+00:00,What contribution especially Take Action today,"WorldCleanAirDay, StareDownOnPollution, AirPollution, Sustainable, Cycling","Lagos, Nigeria",post
272,107,1.29645E+18,2020-08-20 13:59:16+00:00,Throw back Thursday We Osten Lagos Nigeria,"OstenLaboratory, Ostenlab, airquality, airqualitymeasurement, environmentalanalysis, analysis","Lagos, Nigeria",post
273,108,1.30942E+18,2020-09-25 09:09:53+00:00,Ascertaining Niger delta Nigeria Send thoughts ⁦⁩ nigerrescue.com,AirQuality,,post
274,109,1.31103E+18,2020-09-29 19:33:20+00:00,Everywhere calm No biggie Mary Martha Rema ...,freshair,,post
275,110,1.30375E+18,2020-09-09 17:44:35+00:00,You get IPIP Receiver abi plenty updates already dy chock,"parachute, oxygenmask, FreshAIR","Lagos, Nigeria",post
276,111,1.28999E+18,2020-08-02 18:15:26+00:00,She love colours ️ …,"love, fashionista, lagosboutique, african, follow, ankarafashion, nigerianwomen, naijafashiondaily, ankara, freshair, nigerianweddings, nigerianbusiness","Lagos, Nigeria",post
277,112,1.28999E+18,2020-08-02 18:41:26+00:00,Those High waist pants 🤩🤩 love …,"fashionista, lagosboutique, african, follow, ankarafashion, nigerianwomen, naijafashiondaily, ankara, freshair, nigerianweddings, nigerianbusiness","Lagos, Nigeria",post
278,113,1.31044E+18,2020-09-28 04:51:26+00:00,With Sun King families breath cleaner air This removes worries harmful particulates emitted Kerosene lanterns knowing loved ones safer healthier,"Sunking, solarnergy, endenergypoverty",,post
279,114,1.31204E+18,2020-10-02 14:25:43+00:00,Are effective equitable solutions yet These 4 countries produce world largest Via,"Globalwarming, CO2, emissions, China, USA, India, Russian, ucsusa, GlobalWarming, pollution",,post
280,115,1.31201E+18,2020-10-02 12:26:19+00:00,Your carbon footprint impact environment measures greenhouse gases responsible creating consume responsibly,"gogreen, carbonfootprint, usereusables, reduce, refuse, emissions, transport, offsets, electricity, recycling, WasteManagement, vote",,post
281,116,1.30289E+18,2020-09-07 08:55:02+00:00,Air pollution threat sustainable development simultaneously affects various social environmental amp economic criteria linked equitable human development good health food security gender equality climate stability amp poverty reduction,WorldCleanAirDay,,post
282,117,1.3029E+18,2020-09-07 09:05:46+00:00,What contribution especially Take Action today,"WorldCleanAirDay, StareDownOnPollution, AirPollution, Sustainable, Cycling","Lagos, Nigeria",post
283,118,1.29645E+18,2020-08-20 13:59:16+00:00,Throw back Thursday We Osten Lagos Nigeria,"OstenLaboratory, Ostenlab, airquality, airqualitymeasurement, environmentalanalysis, analysis","Lagos, Nigeria",post
284,119,1.30942E+18,2020-09-25 09:09:53+00:00,Ascertaining Niger delta Nigeria Send thoughts ⁦⁩ nigerrescue.com,AirQuality,,post
285,120,1.31103E+18,2020-09-29 19:33:20+00:00,Everywhere calm No biggie Mary Martha Rema ...,freshair,,post
286,121,1.30375E+18,2020-09-09 17:44:35+00:00,You get IPIP Receiver abi plenty updates already dy chock,"parachute, oxygenmask, FreshAIR","Lagos, Nigeria",post
287,122,1.28999E+18,2020-08-02 18:15:26+00:00,She love colours ️ …,"love, fashionista, lagosboutique, african, follow, ankarafashion, nigerianwomen, naijafashiondaily, ankara, freshair, nigerianweddings, nigerianbusiness","Lagos, Nigeria",post
288,123,1.28999E+18,2020-08-02 18:41:26+00:00,Those High waist pants 🤩🤩 love …,"fashionista, lagosboutique, african, follow, ankarafashion, nigerianwomen, naijafashiondaily, ankara, freshair, nigerianweddings, nigerianbusiness","Lagos, Nigeria",post
289,124,1.31044E+18,2020-09-28 04:51:26+00:00,With Sun King families breath cleaner air This removes worries harmful particulates emitted Kerosene lanterns knowing loved ones safer healthier,"Sunking, solarnergy, endenergypoverty",,post
290,125,1.31204E+18,2020-10-02 14:25:43+00:00,Are effective equitable solutions yet These 4 countries produce world largest Via,"Globalwarming, CO2, emissions, China, USA, India, Russian, ucsusa, GlobalWarming, pollution",,post
291,126,1.31201E+18,2020-10-02 12:26:19+00:00,Your carbon footprint impact environment measures greenhouse gases responsible creating consume responsibly,"gogreen, carbonfootprint, usereusables, reduce, refuse, emissions, transport, offsets, electricity, recycling, WasteManagement, vote",,post
292,127,1.31125E+18,2020-09-30 10:35:57+00:00,Professional dust fallout monitoring evaluation put end often misplaced sources dust fallout NCC 's technicians able set manage aspects Read,"dustfalloutmonitoring, environment, airquality, development",,post
293,128,1.31125E+18,2020-09-30 10:35:57+00:00,Professional dust fallout monitoring evaluation put end often misplaced sources dust fallout NCC 's technicians able set manage aspects Read,"dustfalloutmonitoring, environment, airquality, development",,post
294,129,1.30326E+18,2020-09-08 09:08:24+00:00,International Day Clean Air Blue Skies,"PJC, cleanair, bkueskies, internationaldays, sustainabledevelopmentgoals","Cape Town, South Africa",post
295,130,1.31125E+18,2020-09-30 10:35:57+00:00,Professional dust fallout monitoring evaluation put end often misplaced sources dust fallout NCC 's technicians able set manage aspects Read,"dustfalloutmonitoring, environment, airquality, development",,post
296,131,1.30326E+18,2020-09-08 09:08:24+00:00,International Day Clean Air Blue Skies,"PJC, cleanair, bkueskies, internationaldays, sustainabledevelopmentgoals","Cape Town, South Africa",post
297,132,1.31125E+18,2020-09-30 10:35:57+00:00,Professional dust fallout monitoring evaluation put end often misplaced sources dust fallout NCC 's technicians able set manage aspects Read,"dustfalloutmonitoring, environment, airquality, development",,post
298,133,1.30326E+18,2020-09-08 09:08:24+00:00,International Day Clean Air Blue Skies,"PJC, cleanair, bkueskies, internationaldays, sustainabledevelopmentgoals","Cape Town, South Africa",post
299,134,1.29016E+18,2020-08-03 05:49:55+00:00,"Beautiful 13,35km walk middle nowhere 4.5hrs Came cuts scratches worth Silvermine…","gayinstagram, gaystraightalliance, gayboy, hikes, nature, freshair, loveislove","Cape Town, South Africa",post
300,135,1.29422E+18,2020-08-14 10:46:28+00:00,My City 2020 Camps…,"mycity, campsbay, llandudno, capetown, southafrica, morninghike, honeyguidehikes, mountain, sea, fynbos, nature, oldfriends, newfriends, freshair, rsa_minimal, gratefulforthesemoments","Cape Town, South Africa",post
301,136,1.31125E+18,2020-09-30 10:35:57+00:00,Professional dust fallout monitoring evaluation put end often misplaced sources dust fallout NCC 's technicians able set manage aspects Read,"dustfalloutmonitoring, environment, airquality, development",,post
302,137,1.30326E+18,2020-09-08 09:08:24+00:00,International Day Clean Air Blue Skies,"PJC, cleanair, bkueskies, internationaldays, sustainabledevelopmentgoals","Cape Town, South Africa",post
303,138,1.29016E+18,2020-08-03 05:49:55+00:00,"Beautiful 13,35km walk middle nowhere 4.5hrs Came cuts scratches worth Silvermine…","gayinstagram, gaystraightalliance, gayboy, hikes, nature, freshair, loveislove","Cape Town, South Africa",post
304,139,1.29422E+18,2020-08-14 10:46:28+00:00,My City 2020 Camps…,"mycity, campsbay, llandudno, capetown, southafrica, morninghike, honeyguidehikes, mountain, sea, fynbos, nature, oldfriends, newfriends, freshair, rsa_minimal, gratefulforthesemoments","Cape Town, South Africa",post
305,140,1.31125E+18,2020-09-30 10:35:57+00:00,Professional dust fallout monitoring evaluation put end often misplaced sources dust fallout NCC 's technicians able set manage aspects Read,"dustfalloutmonitoring, environment, airquality, development",,post
306,141,1.30326E+18,2020-09-08 09:08:24+00:00,International Day Clean Air Blue Skies,"PJC, cleanair, bkueskies, internationaldays, sustainabledevelopmentgoals","Cape Town, South Africa",post
307,142,1.29016E+18,2020-08-03 05:49:55+00:00,"Beautiful 13,35km walk middle nowhere 4.5hrs Came cuts scratches worth Silvermine…","gayinstagram, gaystraightalliance, gayboy, hikes, nature, freshair, loveislove","Cape Town, South Africa",post
308,143,1.29422E+18,2020-08-14 10:46:28+00:00,My City 2020 Camps…,"mycity, campsbay, llandudno, capetown, southafrica, morninghike, honeyguidehikes, mountain, sea, fynbos, nature, oldfriends, newfriends, freshair, rsa_minimal, gratefulforthesemoments","Cape Town, South Africa",post
309,144,1.31125E+18,2020-09-30 10:35:57+00:00,Professional dust fallout monitoring evaluation put end often misplaced sources dust fallout NCC 's technicians able set manage aspects Read,"dustfalloutmonitoring, environment, airquality, development",,post
310,145,1.30326E+18,2020-09-08 09:08:24+00:00,International Day Clean Air Blue Skies,"PJC, cleanair, bkueskies, internationaldays, sustainabledevelopmentgoals","Cape Town, South Africa",post
