id,created_at,original_text,clean_text,polarity,subjectivity,favorite_count,retweet_count,possibly_sensitive,hashtags,user_mentions,place
1302893126495932416,Mon Sep 07 08:55:02 +0000 2020,"Air pollution is a threat to sustainable development, as it simultaneously affects various social, environmental &amp; economic criteria linked to equitable human development, such as good health, food security, gender equality, climate stability &amp; poverty reduction
#WorldCleanAirDay https://t.co/nklnbwgrP9",Air pollution threat sustainable development simultaneously affects various social environmental amp economic criteria linked equitable human development good health food security gender equality climate stability amp poverty reduction,0.18666666666666668,0.29333333333333333,395,210,False,WorldCleanAirDay,,
1302895825769689088,Mon Sep 07 09:05:46 +0000 2020,"#WorldCleanAirDay What has been your contribution to #StareDownOnPollution especially #AirPollution 
Take #Sustainable Action today #Cycling @SustyVibes https://t.co/htFqQ8wAlP",What contribution especially Take Action today,0.05,0.55,1,2,False,"WorldCleanAirDay, StareDownOnPollution, AirPollution, Sustainable, Cycling",SustyVibes,"Lagos, Nigeria"
1309949367785320449,Sat Sep 26 20:14:01 +0000 2020,"$YFMF community! Around 12 hours left YFMF is getting list on UniSwap so fasten your seatbelts for a BIG Ride.

🚀 YFMF PRIVATE SALE IS LIVE !🔥 

Website : https://t.co/yIaNvfVqql

VERIFIED CONTRACT $YFMF : https://t.co/qaC1OC7uuT

📧 Telegram : https://t.co/mfP4PyegG3 https://t.co/BQcmtZslxQ",YFMF community Around 12 hours left YFMF getting list UniSwap fasten seatbelts BIG Ride YFMF PRIVATE SALE IS LIVE Website VERIFIED CONTRACT YFMF Telegram,0.03409090909090909,0.24375,2244,2235,False,,,
1296446705920081922,Thu Aug 20 13:59:16 +0000 2020,"#OstenLaboratory 
#Ostenlab 

Throw back Thursday.

We are Osten.

#airquality #airqualitymeasurement #environmentalanalysis #analysis @ Lagos, Nigeria https://t.co/oV3GIVwMip",Throw back Thursday We Osten Lagos Nigeria,0.0,0.0,0,0,False,"OstenLaboratory, Ostenlab, airquality, airqualitymeasurement, environmentalanalysis, analysis",,"Lagos, Nigeria"
1310147696150413314,Sun Sep 27 09:22:06 +0000 2020,#Bitcoin #cryptocurrency #AirQuality #BitcoinCash #Crypto https://t.co/iTw7pflqge,,0.0,0.0,0,0,False,"Bitcoin, cryptocurrency, AirQuality, BitcoinCash, Crypto",,
1312433631844016136,Sat Oct 03 16:45:36 +0000 2020,"Pre-occuption Clean up service.

#DetailedCleaning 
#upholsterycleaning 
#cleanair 
#cleaninghack 
#pestcontrolservices @ Park View Estate. Ikoyi. Island. https://t.co/6lBRJv7UfP",Pre-occuption Clean service Park View Estate Ikoyi Island,0.3666666666666667,0.7000000000000001,0,0,True,"DetailedCleaning, upholsterycleaning, cleanair, cleaninghack, pestcontrolservices",,"Lagos, Nigeria"
1311275113099165696,Wed Sep 30 12:02:03 +0000 2020,"#TheJamSession
#FreshAIR
#WCW
#WednesdayVibes
#WednesdayWisdom
#WednesdayThoughts
#WednesdayMotivation
#FinePeopleFromKenya
#BlackLivesMatter ￼
#schoolsreopening
#Homeboy 
#AndyYoung254 #QuellieO #ashleymuthui

#meme_ed @JoshuaNyati #dennokimg @Kklux #martin_kihara @ckisuke https://t.co/rRbdv32BVT",￼,0.0,0.0,1,2,False,"TheJamSession, FreshAIR, WCW, WednesdayVibes, WednesdayWisdom, WednesdayThoughts, WednesdayMotivation, FinePeopleFromKenya, BlackLivesMatter, schoolsreopening, Homeboy, AndyYoung254, QuellieO, ashleymuthui, meme_ed, dennokimg, martin_kihara","JoshuaNyati, Kklux, ckisuke",
1289988191605288960,Sun Aug 02 18:15:26 +0000 2020,"She love colours @studiomucci 🌈🌈🌈🌈🌈🌈🌈🌈♥️💚💚💙💙

#love #fashionista #lagosboutique #african #follow #ankarafashion #nigerianwomen #naijafashiondaily #ankara #freshair #nigerianweddings  #nigerianbusiness… https://t.co/U6Z302Vxx7",She love colours ️ …,0.5,0.6,0,0,False,"love, fashionista, lagosboutique, african, follow, ankarafashion, nigerianwomen, naijafashiondaily, ankara, freshair, nigerianweddings, nigerianbusiness",StudioMucci,"Lagos, Nigeria"
1311026294503727108,Tue Sep 29 19:33:20 +0000 2020,"Everywhere is calm now.

No biggie, no Mary and Martha, no Rema...

#freshair",Everywhere calm No biggie Mary Martha Rema ...,0.30000000000000004,0.75,2,0,,freshair,,
1303751165977464832,Wed Sep 09 17:44:35 +0000 2020,You no get IPIP Receiver abi plenty updates don already dy chock you 😂😂 #parachute #oxygenmask #FreshAIR,You get IPIP Receiver abi plenty updates already dy chock,0.0,0.0,1,1,,"parachute, oxygenmask, FreshAIR",,"Lagos, Nigeria"
1311207342676025344,Wed Sep 30 07:32:46 +0000 2020,#np FEDERAL by @superbl90176699 #musicvibeso📻📻🎧🎶🎶🎶🎤📻📻📻 #morningjamz,FEDERAL,0.0,0.0,1,1,,"np, musicvibeso, morningjamz",superbl90176699,
1289994735000735744,Sun Aug 02 18:41:26 +0000 2020,"@mariipvzz Those High waist pants 👖🤩🤩 

love #fashionista #lagosboutique #african #follow #ankarafashion #nigerianwomen #naijafashiondaily #ankara #freshair #nigerianweddings  #nigerianbusiness… https://t.co/NVpK2aVbHa",Those High waist pants 🤩🤩 love …,0.33,0.57,0,0,False,"fashionista, lagosboutique, african, follow, ankarafashion, nigerianwomen, naijafashiondaily, ankara, freshair, nigerianweddings, nigerianbusiness",Mariipvzz,"Lagos, Nigeria"
1310441968338599936,Mon Sep 28 04:51:26 +0000 2020,"With Sun King, families can breath cleaner air. This removes the worries of the harmful particulates emitted by Kerosene lanterns, knowing their loved ones are safer and healthier.
#Sunking #solarnergy #endenergypoverty https://t.co/UhnQUGNkBT",With Sun King families breath cleaner air This removes worries harmful particulates emitted Kerosene lanterns knowing loved ones safer healthier,0.7,0.8,1,0,False,"Sunking, solarnergy, endenergypoverty",,
1312036042694897665,Fri Oct 02 14:25:43 +0000 2020,"#Globalwarming: Are there effective and equitable solutions yet? These 4 countries produce the world largest #CO2 #emissions.
#China #USA #India #Russian Via @ITEdgeNewsNg @HS2ltd #ucsusa @MikeQuindazzi @ValaAfshar #GlobalWarming #pollution  https://t.co/J4YfaLZnqd https://t.co/Ue8eJhRt3r",Are effective equitable solutions yet These 4 countries produce world largest Via,0.6,0.8,2,1,False,"Globalwarming, CO2, emissions, China, USA, India, Russian, ucsusa, GlobalWarming, pollution","ITEdgeNewsNG, HS2ltd, MikeQuindazzi, ValaAfshar",
1312005995154071552,Fri Oct 02 12:26:19 +0000 2020,"Your carbon footprint or your impact on the environment measures the greenhouse gases that you are responsible for creating. consume responsibly! #gogreen

#carbonfootprint #usereusables #reduce #refuse #emissions #transport #offsets #electricity #recycling #WasteManagement #vote https://t.co/ctjlsL2Nqs",Your carbon footprint impact environment measures greenhouse gases responsible creating consume responsibly,0.2,0.55,10,6,False,"gogreen, carbonfootprint, usereusables, reduce, refuse, emissions, transport, offsets, electricity, recycling, WasteManagement, vote",,
1311804079581036545,Thu Oct 01 23:03:59 +0000 2020,"Air Conditioners | Order Air Conditioners Online in Nigeria
Shop for Air Conditioners online on Akpo Oyegwa Refrigeration Company. 
https://t.co/ISn3Y8Dffg

#hvac #airconditioner #onlineshopping #ac #onlineshop #shop #aorc #order #cooling #gree #nigeria #lagos #abuja #akpo https://t.co/KawZakRakx",Air Conditioners Order Air Conditioners Online Nigeria Shop Air Conditioners online Akpo Oyegwa Refrigeration Company,0.0,0.0,0,0,False,"hvac, airconditioner, onlineshopping, ac, onlineshop, shop, aorc, order, cooling, gree, nigeria, lagos, abuja, akpo",,
1302956916092608512,Mon Sep 07 13:08:31 +0000 2020,"#CleanAirForAll
Taking action on transport is action for #CleanAirForAll &amp; #ClimateAction.
What can you do to #ClearTheAir?
✅ Walk
✅ Take public transport 🚃
✅ Cycle 🚲

Learn more: https://t.co/11ghzc1SY2
#WorldCleanAirDay https://t.co/IJlU9gxRQ6",Taking action transport action amp What Walk Take public transport Cycle Learn,0.06666666666666667,0.08888888888888889,8,5,False,"CleanAirForAll, CleanAirForAll, ClimateAction, ClearTheAir, WorldCleanAirDay",,"Lagos, Nigeria"
